UNARY	0	http://swrc.ontoware.org/ontology#Article
UNARY	1	http://www.w3.org/2002/07/owl#ObjectProperty
UNARY	2	http://swrc.ontoware.org/ontology#Organization
UNARY	3	http://swrc.ontoware.org/ontology#Publication
UNARY	4	http://swrc.ontoware.org/ontology#Project
UNARY	5	http://swrc.ontoware.org/ontology#ResearchGroup
UNARY	6	http://swrc.ontoware.org/ontology#Book
UNARY	7	http://swrc.ontoware.org/ontology#PhDStudent
UNARY	8	http://swrc.ontoware.org/ontology#Lecturer
UNARY	9	http://swrc.ontoware.org/ontology#Person
UNARY	10	http://swrc.ontoware.org/ontology#Manager
UNARY	11	http://www.w3.org/2002/07/owl#Restriction
UNARY	12	http://swrc.ontoware.org/ontology#Undergraduate
UNARY	13	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
UNARY	14	http://www.w3.org/2002/07/owl#Datatype
UNARY	15	http://swrc.ontoware.org/ontology#ResearchTopic
UNARY	16	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
UNARY	17	http://swrc.ontoware.org/ontology#Graduate
UNARY	18	http://swrc.ontoware.org/ontology#FullProfessor
UNARY	19	http://www.w3.org/2002/07/owl#Ontology
UNARY	20	http://swrc.ontoware.org/ontology#Proceedings
UNARY	21	http://www.w3.org/2002/07/owl#DatatypeProperty
UNARY	22	http://swrc.ontoware.org/ontology#InCollection
UNARY	23	http://swrc.ontoware.org/ontology#InProceedings
UNARY	24	http://www.w3.org/2002/07/owl#Class
UNARY	25	http://swrc.ontoware.org/ontology#AssistantProfessor
UNARY	26	http://swrc.ontoware.org/ontology#TechnicalReport
UNARY	27	http://swrc.ontoware.org/ontology#Misc
UNARY	28	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
UNARY	29	http://swrc.ontoware.org/ontology#TechnicalStaff
UNARY	30	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
BINARY	0	http://www.w3.org/2002/07/owl#allValuesFrom
BINARY	1	http://swrc.ontoware.org/ontology#address
BINARY	2	http://swrc.ontoware.org/ontology#editor
BINARY	3	http://swrc.ontoware.org/ontology#volume
BINARY	4	http://swrc.ontoware.org/ontology#publication
BINARY	5	http://swrc.ontoware.org/ontology#hasProject
BINARY	6	http://swrc.ontoware.org/ontology#title
BINARY	7	http://swrc.ontoware.org/ontology#booktitle
BINARY	8	http://swrc.ontoware.org/ontology#month
BINARY	9	http://swrc.ontoware.org/ontology#projectInfo
BINARY	10	http://swrc.ontoware.org/ontology#note
BINARY	11	http://swrc.ontoware.org/ontology#series
BINARY	12	http://swrc.ontoware.org/ontology#isWorkedOnBy
BINARY	13	http://swrc.ontoware.org/ontology#type
BINARY	14	http://swrc.ontoware.org/ontology#financedBy
BINARY	15	http://swrc.ontoware.org/ontology#fax
BINARY	16	http://swrc.ontoware.org/ontology#isbn
BINARY	17	http://www.aifb.uni-karlsruhe.de/WBS/dvr/owltools/merge/type
BINARY	18	http://www.w3.org/2000/01/rdf-schema#range
BINARY	19	http://swrc.ontoware.org/ontology#carriedOutBy
BINARY	20	http://swrc.ontoware.org/ontology#edition
BINARY	21	http://swrc.ontoware.org/ontology#isAbout
BINARY	22	http://swrc.ontoware.org/ontology#author
BINARY	23	http://swrc.ontoware.org/ontology#worksAtProject
BINARY	24	http://swrc.ontoware.org/ontology#finances
BINARY	25	http://swrc.ontoware.org/ontology#dealtWithIn
BINARY	26	http://www.w3.org/2002/07/owl#inverseOf
BINARY	27	http://swrc.ontoware.org/ontology#abstract
BINARY	28	http://www.w3.org/2002/07/owl#onProperty
BINARY	29	http://swrc.ontoware.org/ontology#journal
BINARY	30	http://swrc.ontoware.org/ontology#chapter
BINARY	31	http://swrc.ontoware.org/ontology#publishes
BINARY	32	http://swrc.ontoware.org/ontology#year
BINARY	33	http://swrc.ontoware.org/ontology#head
BINARY	34	http://swrc.ontoware.org/ontology#photo
BINARY	35	http://swrc.ontoware.org/ontology#howpublished
BINARY	36	http://swrc.ontoware.org/ontology#member
BINARY	37	http://www.w3.org/2000/01/rdf-schema#subClassOf
BINARY	38	http://swrc.ontoware.org/ontology#pages
BINARY	39	http://swrc.ontoware.org/ontology#carriesOut
BINARY	40	http://swrc.ontoware.org/ontology#phone
BINARY	41	http://swrc.ontoware.org/ontology#name
BINARY	42	http://swrc.ontoware.org/ontology#number
BINARY	43	http://swrc.ontoware.org/ontology#homepage
